;office_name;county_id;candidate_name;party_affiliation;num_precincts_reporting;total_num_precincts_voting;candidate_votes;candidate_percent_vote
850;COUNTY ATTORNEY;34;BOYD  BECCUE;NP;47;47;15096;98.4
851;COUNTY ATTORNEY;34;WRITE-IN (TOTAL);WI;47;47;245;1.6
852;SOIL AND WATER SUPERVISOR DISTRICT 2;34;TERRY SCHAEFER;NP;47;47;15439;99.66
853;SOIL AND WATER SUPERVISOR DISTRICT 2;34;WRITE-IN (TOTAL);WI;47;47;53;0.34
854;SOIL AND WATER SUPERVISOR DISTRICT 5;34;ROGER RASMUSSEN;NP;47;47;15544;99.78
855;SOIL AND WATER SUPERVISOR DISTRICT 5;34;WRITE-IN (TOTAL);WI;47;47;35;0.22
856;COUNTY SURVEYOR;34;BYRON DAHLE;NP;47;47;7880;45.95
857;COUNTY SURVEYOR;34;DUANE BONNEMA;NP;47;47;9257;53.98
858;COUNTY SURVEYOR;34;WRITE-IN (TOTAL);WI;47;47;11;0.06
859;COUNTY COMMISSIONER DISTRICT 2;35;JOHN W. ANDERSON;NP;38;38;479;98.76
860;COUNTY COMMISSIONER DISTRICT 2;35;WRITE-IN (TOTAL);WI;38;38;6;1.24
861;COUNTY COMMISSIONER DISTRICT 3;35;JOE BOUVETTE;NP;38;38;529;99.62
862;COUNTY COMMISSIONER DISTRICT 3;35;WRITE-IN (TOTAL);WI;38;38;2;0.38
863;COUNTY COMMISSIONER DISTRICT 4;35;BEV HEWITT;NP;38;38;395;96.58
864;COUNTY COMMISSIONER DISTRICT 4;35;WRITE-IN (TOTAL);WI;38;38;14;3.42
865;COUNTY COMMISSIONER DISTRICT 5;35;GARY BURTON;NP;38;38;205;41.08
866;COUNTY COMMISSIONER DISTRICT 5;35;BETTY J. YOUNGGREN;NP;38;38;287;57.52
867;COUNTY COMMISSIONER DISTRICT 5;35;WRITE-IN (TOTAL);WI;38;38;7;1.4
868;COUNTY AUDITOR;35;MARILYN  GUSTAFSON;NP;38;38;2245;99.07
869;COUNTY AUDITOR;35;WRITE-IN (TOTAL);WI;38;38;21;0.93
870;COUNTY TREASURER;35;BOB LAUDE;NP;38;38;2323;99.66
871;COUNTY TREASURER;35;WRITE-IN (TOTAL);WI;38;38;8;0.34
872;COUNTY RECORDER;35;JANICE KLEIN;NP;38;38;2272;99.56
873;COUNTY RECORDER;35;WRITE-IN (TOTAL);WI;38;38;10;0.44
874;COUNTY SHERIFF;35;KENNY HULTGREN;NP;38;38;1751;73.17
875;COUNTY SHERIFF;35;RAY HUNT;NP;38;38;628;26.24
876;COUNTY SHERIFF;35;WRITE-IN (TOTAL);WI;38;38;14;0.59
877;COUNTY ATTORNEY;35;ROGER C. MALM;NP;38;38;2222;98.62
878;COUNTY ATTORNEY;35;WRITE-IN (TOTAL);WI;38;38;31;1.38
879;SOIL AND WATER SUPERVISOR DISTRICT 2;35;SCOTT KLEIN;NP;38;38;2155;99.68
880;SOIL AND WATER SUPERVISOR DISTRICT 2;35;WRITE-IN (TOTAL);WI;38;38;7;0.32
881;SOIL AND WATER SUPERVISOR DISTRICT 3;35;JUSTIN DAGEN;NP;38;38;2113;99.62
882;SOIL AND WATER SUPERVISOR DISTRICT 3;35;WRITE-IN (TOTAL);WI;38;38;8;0.38
883;SOIL AND WATER SUPERVISOR DISTRICT 4;35;CHAD A. LINDGREN;NP;38;38;1990;99.65
884;SOIL AND WATER SUPERVISOR DISTRICT 4;35;WRITE-IN (TOTAL);WI;38;38;7;0.35
885;COUNTY COMMISSIONER DISTRICT 1;36;WADE PAVLECK;NP;35;35;833;57.21
886;COUNTY COMMISSIONER DISTRICT 1;36;PAUL J. MIELKE;NP;35;35;616;42.31
887;COUNTY COMMISSIONER DISTRICT 1;36;WRITE-IN (TOTAL);WI;35;35;7;0.48
888;COUNTY COMMISSIONER DISTRICT 2;36;KEVIN L. ADEE;NP;35;35;583;59.49
889;COUNTY COMMISSIONER DISTRICT 2;36;TIM "CHOPPER" MCBRIDE;NP;35;35;393;40.1
890;COUNTY COMMISSIONER DISTRICT 2;36;WRITE-IN (TOTAL);WI;35;35;4;0.41
891;COUNTY COMMISSIONER DISTRICT 4;36;CHARLES (CHUCK) LEPPER;NP;35;35;1144;99.22
892;COUNTY COMMISSIONER DISTRICT 4;36;WRITE-IN (TOTAL);WI;35;35;9;0.78
893;COUNTY AUDITOR/TREASURER;36;CYNTHIA JAKSA;NP;35;35;2935;49.21
894;COUNTY AUDITOR/TREASURER;36;ROBERT "BOB" PETERSON;NP;35;35;3022;50.67
895;COUNTY AUDITOR/TREASURER;36;WRITE-IN (TOTAL);WI;35;35;7;0.12
896;COUNTY RECORDER;36;PAMELA A. MILLER - LAGOO;NP;35;35;5485;99.73
897;COUNTY RECORDER;36;WRITE-IN (TOTAL);WI;35;35;15;0.27
898;COUNTY SHERIFF;36;DUANE NELSON;NP;35;35;5564;99.41
899;COUNTY SHERIFF;36;WRITE-IN (TOTAL);WI;35;35;33;0.59
900;COUNTY ATTORNEY;36;JENNIFER J. HASBARGEN;NP;35;35;3748;62.59
901;COUNTY ATTORNEY;36;DANIEL L. GRIFFITH;NP;35;35;2234;37.31
902;COUNTY ATTORNEY;36;WRITE-IN (TOTAL);WI;35;35;6;0.1
903;SOIL AND WATER SUPERVISOR DISTRICT 1;36;RALPH LEWIS;NP;35;35;5198;99.73
904;SOIL AND WATER SUPERVISOR DISTRICT 1;36;WRITE-IN (TOTAL);WI;35;35;14;0.27
905;SOIL AND WATER SUPERVISOR DISTRICT 4;36;WRITE-IN (TOTAL);WI;35;35;261;100
906;SOIL AND WATER SUPERVISOR DISTRICT 5;36;MARTH (MARTY) NOSIE;NP;35;35;4735;99.87
907;SOIL AND WATER SUPERVISOR DISTRICT 5;36;WRITE-IN (TOTAL);WI;35;35;6;0.13
908;COUNTY COMMISSIONER DISTRICT 2;37;ALBERT (BOOTS) HOFFMAN;NP;33;33;653;99.39
909;COUNTY COMMISSIONER DISTRICT 2;37;WRITE-IN (TOTAL);WI;33;33;4;0.61
910;COUNTY COMMISSIONER DISTRICT 4;37;MERRIL  JOHNSON;NP;33;33;424;52.87
911;COUNTY COMMISSIONER DISTRICT 4;37;ROSE WOLD;NP;33;33;373;46.51
912;COUNTY COMMISSIONER DISTRICT 4;37;WRITE-IN (TOTAL);WI;33;33;5;0.62
913;COUNTY AUDITOR;37;STAN BJORGAN;NP;33;33;3810;99.92
914;COUNTY AUDITOR;37;WRITE-IN (TOTAL);WI;33;33;3;0.08
915;COUNTY TREASURER;37;CINDY  HEINRICH;NP;33;33;2881;71.92
916;COUNTY TREASURER;37;TIM  VOLK;NP;33;33;1124;28.06
917;COUNTY TREASURER;37;WRITE-IN (TOTAL);WI;33;33;1;0.03
918;COUNTY RECORDER;37;JANINE BORNHORST;NP;33;33;2851;70.96
919;COUNTY RECORDER;37;KAREN PRESTHOLDT HOUFF;NP;33;33;1167;29.04
920;COUNTY RECORDER;37;WRITE-IN (TOTAL);WI;33;33;0;0
921;COUNTY SHERIFF;37;GRAYLEN J CARLSON;NP;33;33;3783;99.37
922;COUNTY SHERIFF;37;WRITE-IN (TOTAL);WI;33;33;24;0.63
923;COUNTY ATTORNEY;37;JOHN M TOLLEFSON;NP;33;33;3648;98.46
924;COUNTY ATTORNEY;37;WRITE-IN (TOTAL);WI;33;33;57;1.54
925;COUNTY CORONER;37;WRITE-IN (TOTAL);WI;33;33;375;100
926;SOIL AND WATER SUPERVISOR DISTRICT 4;37;LEROY SCHUELKE;NP;33;33;3663;99.92
927;SOIL AND WATER SUPERVISOR DISTRICT 4;37;WRITE-IN (TOTAL);WI;33;33;3;0.08
928;SOIL AND WATER SUPERVISOR DISTRICT 5;37;RICHARD QUENEMOEN;NP;33;33;3586;99.97
929;SOIL AND WATER SUPERVISOR DISTRICT 5;37;WRITE-IN (TOTAL);WI;33;33;1;0.03
930;COUNTY COMMISSIONER DISTRICT 2;38;DERRICK "RICK" GOUTERMONT;NP;18;18;927;98.2
931;COUNTY COMMISSIONER DISTRICT 2;38;WRITE-IN (TOTAL);WI;18;18;17;1.8
932;COUNTY COMMISSIONER DISTRICT 4;38;WILLARD M. CLARK;NP;18;18;1055;99.15
933;COUNTY COMMISSIONER DISTRICT 4;38;WRITE-IN (TOTAL);WI;18;18;9;0.85
934;COUNTY AUDITOR/TREASURER;38;STEVEN R. MCMAHON;NP;18;18;5328;99.35
935;COUNTY AUDITOR/TREASURER;38;WRITE-IN (TOTAL);WI;18;18;35;0.65
936;COUNTY RECORDER;38;ERICA L. KOSKI;NP;18;18;5211;99.67
937;COUNTY RECORDER;38;WRITE-IN (TOTAL);WI;18;18;17;0.33
938;COUNTY SHERIFF;38;STEVE PETERSON;NP;18;18;4362;73.62
939;COUNTY SHERIFF;38;ANDY HAUGAN;NP;18;18;1556;26.26
940;COUNTY SHERIFF;38;WRITE-IN (TOTAL);WI;18;18;7;0.12
941;COUNTY ATTORNEY;38;RUSS CONROW;NP;18;18;3448;59.23
942;COUNTY ATTORNEY;38;CYNTHIA L. KOSIAK;NP;18;18;2340;40.2
943;COUNTY ATTORNEY;38;WRITE-IN (TOTAL);WI;18;18;33;0.57
944;SOIL AND WATER SUPERVISOR DISTRICT 2;38;DON WARNER;NP;18;18;4938;98.76
945;SOIL AND WATER SUPERVISOR DISTRICT 2;38;WRITE-IN (TOTAL);WI;18;18;62;1.24
946;SOIL AND WATER SUPERVISOR DISTRICT 3;38;WRITE-IN (TOTAL);WI;18;18;307;100
947;COUNTY COMMISSIONER DISTRICT 1;39;TODD R. BECKEL;NP;15;15;291;61.65
948;COUNTY COMMISSIONER DISTRICT 1;39;WADE F. JOHANNESEN;NP;15;15;180;38.14
949;COUNTY COMMISSIONER DISTRICT 1;39;WRITE-IN (TOTAL);WI;15;15;1;0.21
950;COUNTY COMMISSIONER DISTRICT 2;39;RICHARD "BUD" HANSEN;NP;15;15;186;43.56
951;COUNTY COMMISSIONER DISTRICT 2;39;KIM BREDESON;NP;15;15;240;56.21
952;COUNTY COMMISSIONER DISTRICT 2;39;WRITE-IN (TOTAL);WI;15;15;1;0.23
953;COUNTY COMMISSIONER DISTRICT 3;39;STEVE LEVASSEUR;NP;15;15;177;41.26
954;COUNTY COMMISSIONER DISTRICT 3;39;GEORGE SWENTIK;NP;15;15;250;58.28
955;COUNTY COMMISSIONER DISTRICT 3;39;WRITE-IN (TOTAL);WI;15;15;2;0.47
956;COUNTY COMMISSIONER DISTRICT 4;39;PATRICK B. LAVALLA;NP;15;15;340;95.24
957;COUNTY COMMISSIONER DISTRICT 4;39;WRITE-IN (TOTAL);WI;15;15;17;4.76
958;COUNTY COMMISSIONER DISTRICT 5;39;EDWARD ARNESEN;NP;15;15;385;97.47
959;COUNTY COMMISSIONER DISTRICT 5;39;WRITE-IN (TOTAL);WI;15;15;10;2.53
960;COUNTY AUDITOR;39;JANET RUDD;NP;15;15;1033;47.49
961;COUNTY AUDITOR;39;JOHN WESLEY HOSCHEID;NP;15;15;1124;51.68
962;COUNTY AUDITOR;39;WRITE-IN (TOTAL);WI;15;15;18;0.83
963;COUNTY TREASURER;39;MARK E. HALL;NP;15;15;1453;66.44
964;COUNTY TREASURER;39;JAMES J. NEY, JR.;NP;15;15;732;33.47
965;COUNTY TREASURER;39;WRITE-IN (TOTAL);WI;15;15;2;0.09
966;COUNTY RECORDER;39;SUSAN J. NEY;NP;15;15;1230;57.24
967;COUNTY RECORDER;39;LAUREEN G. "LAURIE" LEVASSEUR;NP;15;15;919;42.76
968;COUNTY RECORDER;39;WRITE-IN (TOTAL);WI;15;15;0;0
969;COUNTY SHERIFF;39;DALLAS D. BLOCK;NP;15;15;1315;60.05
970;COUNTY SHERIFF;39;BUTCH SUNDE;NP;15;15;848;38.72
971;COUNTY SHERIFF;39;WRITE-IN (TOTAL);WI;15;15;27;1.23
972;COUNTY ATTORNEY;39;PHILIP MILLER;NP;15;15;1748;97.17
973;COUNTY ATTORNEY;39;WRITE-IN (TOTAL);WI;15;15;51;2.83
974;SOIL AND WATER SUPERVISOR DISTRICT 3;39;LYNN A. HILBRAND;NP;15;15;1700;98.67
975;SOIL AND WATER SUPERVISOR DISTRICT 3;39;WRITE-IN (TOTAL);WI;15;15;23;1.33
976;SOIL AND WATER SUPERVISOR DISTRICT 4;39;ROGER KRAUSE;NP;15;15;1783;99
977;SOIL AND WATER SUPERVISOR DISTRICT 4;39;WRITE-IN (TOTAL);WI;15;15;18;1
978;COUNTY COMMISSIONER DISTRICT 2;40;JOSEPH W CONNOLLY;NP;29;29;1831;99.24
979;COUNTY COMMISSIONER DISTRICT 2;40;WRITE-IN (TOTAL);WI;29;29;14;0.76
980;COUNTY COMMISSIONER DISTRICT 4;40;LARRY HOHNSTADT;NP;29;29;888;39.68
981;COUNTY COMMISSIONER DISTRICT 4;40;ROBERT "BOB" CULHANE;NP;29;29;1339;59.83
982;COUNTY COMMISSIONER DISTRICT 4;40;WRITE-IN (TOTAL);WI;29;29;11;0.49
983;COUNTY COMMISSIONER DISTRICT 5;40;WM. "BILL" STANGLER;NP;29;29;1958;97.41
984;COUNTY COMMISSIONER DISTRICT 5;40;WRITE-IN (TOTAL);WI;29;29;52;2.59
985;COUNTY AUDITOR;40;RON GERMSCHEID;NP;29;29;10276;99.6
986;COUNTY AUDITOR;40;WRITE-IN (TOTAL);WI;29;29;41;0.4
987;COUNTY TREASURER;40;JOSEPH M  BOETTCHER;NP;29;29;10477;99.75
988;COUNTY TREASURER;40;WRITE-IN (TOTAL);WI;29;29;26;0.25
989;COUNTY RECORDER;40;DAVID A. SEXE;NP;29;29;10244;99.51
990;COUNTY RECORDER;40;WRITE-IN (TOTAL);WI;29;29;50;0.49
991;COUNTY SHERIFF;40;DAVID GLISZINSKI;NP;29;29;10358;98.94
992;COUNTY SHERIFF;40;WRITE-IN (TOTAL);WI;29;29;111;1.06
993;COUNTY ATTORNEY;40;BRENT  CHRISTIAN;NP;29;29;10007;99.39
994;COUNTY ATTORNEY;40;WRITE-IN (TOTAL);WI;29;29;61;0.61
995;COUNTY SURVEYOR;40;RORY JENSEN;NP;29;29;9872;99.7
996;COUNTY SURVEYOR;40;WRITE-IN (TOTAL);WI;29;29;30;0.3
997;SOIL AND WATER SUPERVISOR DISTRICT 1;40;ALVIN M. DIETZ;NP;29;29;9915;99.57
998;SOIL AND WATER SUPERVISOR DISTRICT 1;40;WRITE-IN (TOTAL);WI;29;29;43;0.43
999;SOIL AND WATER SUPERVISOR DISTRICT 2;40;ROBERT J. RIEBEL;NP;29;29;9960;99.65
1000;SOIL AND WATER SUPERVISOR DISTRICT 2;40;WRITE-IN (TOTAL);WI;29;29;35;0.35
1001;COUNTY COMMISSIONER DISTRICT 2;41;LARRY HANSEN;NP;20;20;513;97.71
1002;COUNTY COMMISSIONER DISTRICT 2;41;WRITE-IN (TOTAL);WI;20;20;12;2.29
1003;COUNTY COMMISSIONER DISTRICT 4;41;CURTIS L BLUMEYER;NP;20;20;623;98.73
1004;COUNTY COMMISSIONER DISTRICT 4;41;WRITE-IN (TOTAL);WI;20;20;8;1.27
1005;COUNTY COMMISSIONER DISTRICT 5;41;DAVID D  NORGAARD;NP;20;20;505;94.92
1006;COUNTY COMMISSIONER DISTRICT 5;41;WRITE-IN (TOTAL);WI;20;20;27;5.08
1007;COUNTY AUDITOR;41;KATHY  SCHREURS;NP;20;20;2834;99.44
1008;COUNTY AUDITOR;41;WRITE-IN (TOTAL);WI;20;20;16;0.56
1009;COUNTY TREASURER;41;MARK R LEIBFRIED;NP;20;20;2905;99.76
1010;COUNTY TREASURER;41;WRITE-IN (TOTAL);WI;20;20;7;0.24
1011;COUNTY RECORDER;41;LORETTA J LUNDBERG;NP;20;20;2856;99.69
1012;COUNTY RECORDER;41;WRITE-IN (TOTAL);WI;20;20;9;0.31
1013;COUNTY SHERIFF;41;MILAN SIK;NP;20;20;1421;46.29
1014;COUNTY SHERIFF;41;JACK VIZECKY;NP;20;20;1640;53.42
1015;COUNTY SHERIFF;41;WRITE-IN (TOTAL);WI;20;20;9;0.29
1016;COUNTY ATTORNEY;41;MICHAEL W CABLE;NP;20;20;2712;98.15
1017;COUNTY ATTORNEY;41;WRITE-IN (TOTAL);WI;20;20;51;1.85
1018;SOIL AND WATER SUPERVISOR DISTRICT 1;41;DANIEL CHRISTIANSON;NP;20;20;2734;99.45
1019;SOIL AND WATER SUPERVISOR DISTRICT 1;41;WRITE-IN (TOTAL);WI;20;20;15;0.55
1020;SOIL AND WATER SUPERVISOR DISTRICT 3;41;GLEN SORENSEN;NP;20;20;2741;99.71
1021;SOIL AND WATER SUPERVISOR DISTRICT 3;41;WRITE-IN (TOTAL);WI;20;20;8;0.29
1022;SOIL AND WATER SUPERVISOR DISTRICT 4;41;SEBASTIAN SCHWING;NP;20;20;1365;48.13
1023;SOIL AND WATER SUPERVISOR DISTRICT 4;41;CONRAD SCHARDIN;NP;20;20;1469;51.8
1024;SOIL AND WATER SUPERVISOR DISTRICT 4;41;WRITE-IN (TOTAL);WI;20;20;2;0.07
1025;COUNTY COMMISSIONER DISTRICT 1;42;CLARENCE T. BUYSSE;NP;33;33;1275;59.89
1026;COUNTY COMMISSIONER DISTRICT 1;42;JEROME BOTTELBERGHE;NP;33;33;841;39.5
1027;COUNTY COMMISSIONER DISTRICT 1;42;WRITE-IN (TOTAL);WI;33;33;13;0.61
1028;COUNTY COMMISSIONER DISTRICT 2;42;ROBERT FENSKE;NP;33;33;871;51.88
1029;COUNTY COMMISSIONER DISTRICT 2;42;HAROLD  DIEKEN;NP;33;33;801;47.71
1030;COUNTY COMMISSIONER DISTRICT 2;42;WRITE-IN (TOTAL);WI;33;33;7;0.42
1031;COUNTY COMMISSIONER DISTRICT 3;42;PHILIP R. NELSON;NP;33;33;1833;99.13
1032;COUNTY COMMISSIONER DISTRICT 3;42;WRITE-IN (TOTAL);WI;33;33;16;0.87
1033;COUNTY COMMISSIONER DISTRICT 4;42;STEPHEN W. RITTER;NP;33;33;1214;59.42
1034;COUNTY COMMISSIONER DISTRICT 4;42;JERRY S. GLADIS;NP;33;33;822;40.23
1035;COUNTY COMMISSIONER DISTRICT 4;42;WRITE-IN (TOTAL);WI;33;33;7;0.34
1036;COUNTY COMMISSIONER DISTRICT 5;42;ELLAYNE CONYERS;NP;33;33;829;47.78
1037;COUNTY COMMISSIONER DISTRICT 5;42;C. J. MOLITOR;NP;33;33;893;51.47
1038;COUNTY COMMISSIONER DISTRICT 5;42;WRITE-IN (TOTAL);WI;33;33;13;0.75
1039;COUNTY AUDITOR/TREASURER;42;PAULA  VAN OVERBEKE;NP;33;33;9053;99.54
1040;COUNTY AUDITOR/TREASURER;42;WRITE-IN (TOTAL);WI;33;33;42;0.46
1041;COUNTY RECORDER;42;JEANINE M. BARKER;NP;33;33;8686;99.62
1042;COUNTY RECORDER;42;WRITE-IN (TOTAL);WI;33;33;33;0.38
1043;COUNTY SHERIFF;42;DENNIS OZMUN;NP;33;33;3617;37.14
1044;COUNTY SHERIFF;42;JOEL DAHL;NP;33;33;6090;62.53
1045;COUNTY SHERIFF;42;WRITE-IN (TOTAL);WI;33;33;33;0.34
1046;COUNTY ATTORNEY;42;RICHARD R. MAES;NP;33;33;8649;99.27
1047;COUNTY ATTORNEY;42;WRITE-IN (TOTAL);WI;33;33;64;0.73
1048;COUNTY CORONER;42;WRITE-IN (TOTAL);WI;33;33;0;0
1049;SOIL AND WATER SUPERVISOR DISTRICT 2;42;JONATHAN K. OLSON;NP;33;33;8555;99.58
1050;SOIL AND WATER SUPERVISOR DISTRICT 2;42;WRITE-IN (TOTAL);WI;33;33;36;0.42
1051;SOIL AND WATER SUPERVISOR DISTRICT 4;42;OTTO NYQUIST JRL;NP;33;33;8594;99.65
1052;SOIL AND WATER SUPERVISOR DISTRICT 4;42;WRITE-IN (TOTAL);WI;33;33;30;0.35
1053;COUNTY SURVEYOR;42;WRITE-IN (TOTAL);WI;33;33;0;0
1054;COUNTY COMMISSIONER DISTRICT 2;43;MELVIN H. DOSE;NP;28;28;1646;59.49
1055;COUNTY COMMISSIONER DISTRICT 2;43;RANDY WILSON;NP;28;28;1113;40.22
1056;COUNTY COMMISSIONER DISTRICT 2;43;WRITE-IN (TOTAL);WI;28;28;8;0.29
1057;COUNTY COMMISSIONER DISTRICT 4;43;SHELDON A. NIES;NP;28;28;2248;98.21
1058;COUNTY COMMISSIONER DISTRICT 4;43;WRITE-IN (TOTAL);WI;28;28;41;1.79
1059;COUNTY AUDITOR;43;CINDY SCHULTZ;NP;28;28;12541;99.36
1060;COUNTY AUDITOR;43;WRITE-IN (TOTAL);WI;28;28;81;0.64
1061;COUNTY TREASURER;43;LINDA J. RADTKE;NP;28;28;12667;99.65
1062;COUNTY TREASURER;43;WRITE-IN (TOTAL);WI;28;28;45;0.35
1063;COUNTY RECORDER;43;LYNN ETTE SCHRUPP;NP;28;28;10194;79.62
1064;COUNTY RECORDER;43;BERNIE HILL;NP;28;28;2584;20.18
1065;COUNTY RECORDER;43;WRITE-IN (TOTAL);WI;28;28;26;0.2
1066;COUNTY SHERIFF;43;WAYNE C. VINKEMEIER;NP;28;28;12758;99.45
1067;COUNTY SHERIFF;43;WRITE-IN (TOTAL);WI;28;28;70;0.55
1068;COUNTY ATTORNEY;43;MICHAEL K.  JUNGE;NP;28;28;12205;98.79
1069;COUNTY ATTORNEY;43;WRITE-IN (TOTAL);WI;28;28;149;1.21
1070;SOIL AND WATER SUPERVISOR DISTRICT 1;43;CHARLES W. MATHEWS;NP;28;28;11806;99.64
1071;SOIL AND WATER SUPERVISOR DISTRICT 1;43;WRITE-IN (TOTAL);WI;28;28;43;0.36
1072;SOIL AND WATER SUPERVISOR DISTRICT 2;43;ROGER V. SCHULTZ;NP;28;28;11709;99.7
1073;SOIL AND WATER SUPERVISOR DISTRICT 2;43;WRITE-IN (TOTAL);WI;28;28;35;0.3
1074;COUNTY COMMISSIONER DISTRICT 2;44;JERRY DAHL;NP;19;19;416;98.11
1075;COUNTY COMMISSIONER DISTRICT 2;44;WRITE-IN (TOTAL);WI;19;19;8;1.89
1076;COUNTY COMMISSIONER DISTRICT 3;44;DAVID E. SNETSINGER;NP;19;19;122;40
1077;COUNTY COMMISSIONER DISTRICT 3;44;JOHN C. PETERICK;NP;19;19;183;60
1078;COUNTY COMMISSIONER DISTRICT 3;44;WRITE-IN (TOTAL);WI;19;19;0;0
1079;COUNTY COMMISSIONER DISTRICT 4;44;RONALD HENDRICKSON;NP;19;19;158;28.83
1080;COUNTY COMMISSIONER DISTRICT 4;44;KAREN AHMANN;NP;19;19;390;71.17
1081;COUNTY COMMISSIONER DISTRICT 4;44;WRITE-IN (TOTAL);WI;19;19;0;0
1082;COUNTY COMMISSIONER DISTRICT 5;44;CHARLIE PAZDERNIK;NP;19;19;230;54.12
1083;COUNTY COMMISSIONER DISTRICT 5;44;GERALDINE (GERI) PAUL;NP;19;19;193;45.41
1084;COUNTY COMMISSIONER DISTRICT 5;44;WRITE-IN (TOTAL);WI;19;19;2;0.47
1085;COUNTY AUDITOR;44;FRANK THOMPSON;NP;19;19;2094;99.19
1086;COUNTY AUDITOR;44;WRITE-IN (TOTAL);WI;19;19;17;0.81
1087;COUNTY TREASURER;44;BRENDA LUNDON;NP;19;19;2095;99.62
1088;COUNTY TREASURER;44;WRITE-IN (TOTAL);WI;19;19;8;0.38
1089;COUNTY RECORDER;44;SUSAN BENDICKSON;NP;19;19;2071;99.28
1090;COUNTY RECORDER;44;WRITE-IN (TOTAL);WI;19;19;15;0.72
1091;COUNTY SHERIFF;44;BRAD  ATHMANN;NP;19;19;1251;52.78
1092;COUNTY SHERIFF;44;DOUG KRIER;NP;19;19;1108;46.75
1093;COUNTY SHERIFF;44;WRITE-IN (TOTAL);WI;19;19;11;0.46
1094;COUNTY ATTORNEY;44;JULIE L. BRUGGEMAN;NP;19;19;1761;76
1095;COUNTY ATTORNEY;44;ERIC OLAI BOE;NP;19;19;552;23.82
1096;COUNTY ATTORNEY;44;WRITE-IN (TOTAL);WI;19;19;4;0.17
1097;SOIL AND WATER SUPERVISOR DISTRICT 3;44;MARJORIE FABRE;NP;19;19;2033;99.8
1098;SOIL AND WATER SUPERVISOR DISTRICT 3;44;WRITE-IN (TOTAL);WI;19;19;4;0.2
1099;SOIL AND WATER SUPERVISOR DISTRICT 5;44;EVERETT V. KJELBERTSON;NP;19;19;1888;99.68
1100;SOIL AND WATER SUPERVISOR DISTRICT 5;44;WRITE-IN (TOTAL);WI;19;19;6;0.32
1101;COUNTY COMMISSIONER DISTRICT 1;45;TERRY POTUCEK;NP;60;60;415;38.71
1102;COUNTY COMMISSIONER DISTRICT 1;45;LEROY  VONASEK;NP;60;60;656;61.19
1103;COUNTY COMMISSIONER DISTRICT 1;45;WRITE-IN (TOTAL);WI;60;60;1;0.09
1104;COUNTY COMMISSIONER DISTRICT 3;45;BRENT T BOEN;NP;60;60;614;65.53
1105;COUNTY COMMISSIONER DISTRICT 3;45;ALTON NYBLADH;NP;60;60;322;34.37
1106;COUNTY COMMISSIONER DISTRICT 3;45;WRITE-IN (TOTAL);WI;60;60;1;0.11
1107;COUNTY COMMISSIONER DISTRICT 5;45;DELRAY LARSON;NP;60;60;839;98.59
1108;COUNTY COMMISSIONER DISTRICT 5;45;WRITE-IN (TOTAL);WI;60;60;12;1.41
1109;COUNTY AUDITOR/TREASURER;45;SCOTT PETERS;NP;60;60;3239;67.58
1110;COUNTY AUDITOR/TREASURER;45;ROY G SWANSON;NP;60;60;1551;32.36
1111;COUNTY AUDITOR/TREASURER;45;WRITE-IN (TOTAL);WI;60;60;3;0.06
1112;COUNTY RECORDER;45;MARION C HALVORSON;NP;60;60;4456;99.66
1113;COUNTY RECORDER;45;WRITE-IN (TOTAL);WI;60;60;15;0.34
1114;COUNTY SHERIFF;45;HERB MAURSTAD;NP;60;60;3867;80.6
1115;COUNTY SHERIFF;45;GREG WINSKOWSKI;NP;60;60;922;19.22
1116;COUNTY SHERIFF;45;WRITE-IN (TOTAL);WI;60;60;9;0.19
1117;COUNTY ATTORNEY;45;MICHAEL D WILLIAMS;NP;60;60;4272;99.49
1118;COUNTY ATTORNEY;45;WRITE-IN (TOTAL);WI;60;60;22;0.51
1119;SOIL AND WATER SUPERVISOR DISTRICT 1;45;DACIAN BIENEK;NP;60;60;3593;99.81
1120;SOIL AND WATER SUPERVISOR DISTRICT 1;45;WRITE-IN (TOTAL);WI;60;60;7;0.19
1121;SOIL AND WATER SUPERVISOR DISTRICT 2;45;WALLACE BENGTSON;NP;60;60;3601;99.94
1122;SOIL AND WATER SUPERVISOR DISTRICT 2;45;WRITE-IN (TOTAL);WI;60;60;2;0.06
1123;SOIL AND WATER SUPERVISOR DISTRICT 3;45;LLOYD WISETH;NP;60;60;325;98.48
1124;SOIL AND WATER SUPERVISOR DISTRICT 3;45;WRITE-IN (TOTAL);WI;60;60;5;1.52
1125;SOIL AND WATER SUPERVISOR DISTRICT 4;45;EARL RAY MCGREGOR;NP;60;60;3624;99.97
1126;SOIL AND WATER SUPERVISOR DISTRICT 4;45;WRITE-IN (TOTAL);WI;60;60;1;0.03
1127;SOIL AND WATER SUPERVISOR DISTRICT 5;45;VALERIAN  KUZNIA;NP;60;60;3620;99.89
1128;SOIL AND WATER SUPERVISOR DISTRICT 5;45;WRITE-IN (TOTAL);WI;60;60;4;0.11
1129;COUNTY COMMISSIONER DISTRICT 2;46;STEVEN E PIERCE;NP;37;37;832;51.9
1130;COUNTY COMMISSIONER DISTRICT 2;46;THOMAS A O'SELL;NP;37;37;771;48.1
1131;COUNTY COMMISSIONER DISTRICT 2;46;WRITE-IN (TOTAL);WI;37;37;0;0
